first_name,last_name,firm_name,email,phone,city,state,trade_category,license_type,bar_number,source
,,Éric Lafleur Électrique Inc.,ericlafleur101@gmail.com,(450) 601-6093,Huntingdon,QC,General Contractor,Entrepreneur,1331-2822-53,rbq_contractors_bar
,,Plomberie A & L inc.,n.beauchamp@alplomberie.com,(450) 663-7403,Laval,QC,General Contractor,Entrepreneur,1331-6898-68,rbq_contractors_bar
,,Pirano Électrique inc.,nparent@beauward.com,(450) 473-6831,Saint-Eustache,QC,General Contractor,Entrepreneur,1332-1617-88,rbq_contractors_bar
,,Les entreprises électriques Ouellet Inc.,ouelletelectrique@hotmail.ca,(819) 375-5259,Trois-Rivières,QC,General Contractor,Entrepreneur,1333-2531-29,rbq_contractors_bar
,,J.G. Gallaccio Inc.,jggallaccio@sympatico.ca,(450) 689-1085,Laval,QC,General Contractor,Entrepreneur,1333-6946-52,rbq_contractors_bar
,,Eugène Tremblay électricien ltée,robert@etremblayelec.com,(450) 661-4141,Mont-Tremblant,QC,General Contractor,Entrepreneur,1335-3297-95,rbq_contractors_bar
,,Équipements électriques Matagami Inc.,matagamielectrique@gmail.com,(819) 739-2612,Matagami,QC,General Contractor,Entrepreneur,1337-2651-36,rbq_contractors_bar
,,J.C. Morin inc.,info@jcmorin.ca,(819) 868-6643,Magog,QC,General Contractor,Entrepreneur,1347-9852-83,rbq_contractors_bar
,,Mécart inc.,mecart@mecart.com,(418) 880-7000,Saint-Augustin-de-Desmaures,QC,General Contractor,Entrepreneur,1352-5225-66,rbq_contractors_bar
,,Jacques Pellerin inc.,administration@pellerininc.com,(819) 364-5111,Princeville,QC,General Contractor,Entrepreneur,1354-6692-09,rbq_contractors_bar
,,Les installations électriques Auger inc.,augerelec@bellnet.ca,(514) 352-2845,Montréal,QC,General Contractor,Entrepreneur,1355-0819-26,rbq_contractors_bar
,,Brique Et Pierre C.A.C. Ltée,sylvain.carreau@hotmail.com,(514) 708-1504,Mirabel,QC,General Contractor,Entrepreneur,1356-5957-83,rbq_contractors_bar
,,Les cuisines Bois-Francs inc.,cuisinesbf@videotron.ca,(819) 357-9316,Saint-Christophe-d'Arthabaska,QC,General Contractor,Entrepreneur,1356-9132-95,rbq_contractors_bar
,,P.E. Lachapelle inc.,pelachapelle@outlook.com,(450) 839-2527,Saint-Esprit,QC,General Contractor,Entrepreneur,1359-8792-93,rbq_contractors_bar
,,Raymond Bissonnette inc.,info@rbissonnette.com,(819) 864-7771,Sherbrooke,QC,General Contractor,Entrepreneur,1363-8242-28,rbq_contractors_bar
,,Guy Bourgeault et fils inc.,martinbourgeault@cgocable.ca,(450) 836-2567,Saint-Cuthbert,QC,General Contractor,Entrepreneur,1363-9240-34,rbq_contractors_bar
,,Entreprises Gilles Brault inc.,denis@braultelectrik.com,(450) 466-4924,Longueuil,QC,General Contractor,Entrepreneur,1365-0874-75,rbq_contractors_bar
,,Dufault & Gobeil électriciens inc.,sebastien@dufaultetgobeil.com,(819) 563-1509,Sherbrooke,QC,General Contractor,Entrepreneur,1365-8059-08,rbq_contractors_bar
,,Cimtel (Quebec) Inc.,info@cimtel.com,(514) 481-0151,Montréal-Ouest,QC,General Contractor,Entrepreneur,1367-9550-86,rbq_contractors_bar
,,Les installations électriques J.M. Martineau inc.,info@jmmartineau.com,(819) 835-5773,Compton,QC,General Contractor,Entrepreneur,1369-8543-35,rbq_contractors_bar
,,Peinture Metropolitaine Inc.,mpresedo@hotmail.com,(514) 927-2436,Châteauguay,QC,General Contractor,Entrepreneur,1369-9277-39,rbq_contractors_bar
,,C. Lebeau & Fils Inc.,gdemers@clebeau-filsconstruction.ca,(450) 588-2541,L'Épiphanie,QC,General Contractor,Entrepreneur,1371-0488-83,rbq_contractors_bar
,,M.V. Mark inc.,mveres@mvmark.com,(514) 695-0390,Pointe-Claire,QC,General Contractor,Entrepreneur,1459-9641-51,rbq_contractors_bar
,,Piscitrium inc.,m.paquin@trevitroisrivieres.ca,(819) 376-7711,Trois-Rivières,QC,General Contractor,Entrepreneur,1462-3250-03,rbq_contractors_bar
,,Ascenseurs Maxi Inc.,info@ascenseursmaxi.com,(418) 683-1070,Québec,QC,General Contractor,Entrepreneur,1462-7673-14,rbq_contractors_bar
,,Installations électriques Hymus inc.,hymus.electriques@outlook.com,(450) 689-5949,Laval,QC,General Contractor,Entrepreneur,1463-1121-25,rbq_contractors_bar
,,Entrepreneurs-Peintres F.V.G. inc.,fvginc@gmail.com,(514) 262-0972,Montréal,QC,General Contractor,Entrepreneur,1464-0429-62,rbq_contractors_bar
,,Décoration Brassard inc.,info@decorationbrassard.com,(418) 548-7878,Saguenay,QC,General Contractor,Entrepreneur,1464-5584-90,rbq_contractors_bar
,,Jean-Louis Boutet inc.,jlboutet@outlook.com,(418) 842-2751,Québec,QC,General Contractor,Entrepreneur,1464-7820-02,rbq_contractors_bar
,,Les installations électriques Roger Lachapelle inc.,roger.lachapelle@sympatico.ca,(450) 752-1215,Saint-Charles-Borromée,QC,General Contractor,Entrepreneur,1466-0252-66,rbq_contractors_bar
,,L. Demers & fils inc.,info@demerselectrique.com,(418) 276-3703,Dolbeau-Mistassini,QC,General Contractor,Entrepreneur,1466-8826-00,rbq_contractors_bar
,,M. Bertrand & Poirier Électrique Inc.,mbertrand@bertrandpoirierelectrique.ca,(450) 432-8913,Saint-Jérôme,QC,General Contractor,Entrepreneur,1468-4682-72,rbq_contractors_bar
,,Lalime & Frères Inc.,lalimeetfreres@bellnet.ca,(819) 396-2493,Saint-Bonaventure,QC,General Contractor,Entrepreneur,1470-1239-11,rbq_contractors_bar
,,Les Puits Artésiens Deschênes Rivière-Ouelle inc.,puitsdeschenes@videotron.ca,(418) 856-3471,La Pocatière,QC,General Contractor,Entrepreneur,1470-4894-21,rbq_contractors_bar
,,Rolland Mathurin inc.,gestionfinance@armoiresmathurin.com,(418) 248-3863,Montmagny,QC,General Contractor,Entrepreneur,1473-5765-47,rbq_contractors_bar
,,Acier Nordfab inc.,comptabilite@nordfab.ca,(450) 472-6664,Saint-Eustache,QC,General Contractor,Entrepreneur,1473-7381-52,rbq_contractors_bar
,,Les Dynamitages De Lafontaine Inc.,dynamitagedelafontaine@gmail.com,(450) 436-5417,Saint-Jérôme,QC,General Contractor,Entrepreneur,1475-5839-37,rbq_contractors_bar
,,Les installations électriques Richard Duval inc.,duvaljf@hotmail.com,(514) 321-3262,Repentigny,QC,General Contractor,Entrepreneur,1476-5655-69,rbq_contractors_bar
,,Robert Beausejour inc.,rbelectrique@hotmail.ca,(450) 589-4487,L'Assomption,QC,General Contractor,Entrepreneur,1477-2149-97,rbq_contractors_bar
,,Jean-Yves Dodier inc.,comptaxng@hotmail.com,(418) 628-1641,Québec,QC,General Contractor,Entrepreneur,1479-6684-96,rbq_contractors_bar
,,Gestion Benoit Dumoulin Inc.,blebel@gbdconstruction.ca,(450) 472-6303,Saint-Eustache,QC,General Contractor,Entrepreneur,1479-9704-08,rbq_contractors_bar
,,Les Entreprises D'Electricite R.B.M. Inc.,elecrbm@electrbm.com,(450) 347-2026,Saint-Jean-sur-Richelieu,QC,General Contractor,Entrepreneur,1480-8430-38,rbq_contractors_bar
,,Marquage G.B. Inc.,info@marquagegb.com,(450) 964-0321,Lachenaie,QC,General Contractor,Entrepreneur,1502-7667-53,rbq_contractors_bar
,,Les entreprises d'électricite Paradis inc.,info@paradis-electrique.qc.ca,(450) 676-9489,Longueuil,QC,General Contractor,Entrepreneur,1505-3986-59,rbq_contractors_bar
,,Les entreprises d'électricité R.B.L. Ltée,info@rblelectrique.com,(514) 321-9350,Montréal,QC,General Contractor,Entrepreneur,1505-4372-60,rbq_contractors_bar
,,Entreprise d'électricité F.L. inc.,info.fl-electrique@videotron.ca,(450) 678-3212,Longueuil,QC,General Contractor,Entrepreneur,1505-7276-71,rbq_contractors_bar
,,Ascenseurs Cloutier Ltée,ascenseurscloutier@gmail.com,(418) 822-1023,Boischatel,QC,General Contractor,Entrepreneur,1507-2598-25,rbq_contractors_bar
,,Peinture Choubavlis inc.,chris@choubavlis.com,(450) 687-1867,Laval,QC,General Contractor,Entrepreneur,1508-3900-63,rbq_contractors_bar
,,C. Latendresse Inc.,slatendresse@clatendresseinc.ca,(514) 386-1797,Charlemagne,QC,General Contractor,Entrepreneur,1509-1473-82,rbq_contractors_bar
,,Herve Pardiac Inc.,herve.pardiac.inc@globetrotter.net,(418) 392-5305,New Richmond,QC,General Contractor,Entrepreneur,1509-8585-06,rbq_contractors_bar
,,Les Promotions Ruel inc.,comptabilite@meribec.ca,(418) 688-1635,Québec,QC,General Contractor,Entrepreneur,1509-9377-09,rbq_contractors_bar
,,Sako Electrique ltee,smilonopulos.sakoelectric@videotron.ca,(514) 482-0800,Montréal,QC,General Contractor,Entrepreneur,1520-3987-16,rbq_contractors_bar
,,Atlantis Pompe Ste-Foy inc.,jgodbout@atlantispompe.com,(418) 681-7301,Québec,QC,General Contractor,Entrepreneur,1541-4899-16,rbq_contractors_bar
,,Les entreprises La Pêche électrique ltée,lapecheelectrique@live.ca,(819) 456-2429,La Pêche,QC,General Contractor,Entrepreneur,1613-6327-12,rbq_contractors_bar
,,"Marcel Martineau, électricien inc.",alexis.martineau@mmel.ca,(418) 833-7571,Lévis,QC,General Contractor,Entrepreneur,1623-8495-52,rbq_contractors_bar
,,Groupe Collette inc.,info@groupecollette.com,(450) 652-3993,Varennes,QC,General Contractor,Entrepreneur,1630-5211-62,rbq_contractors_bar
,,Constant Malo & fils inc.,adm@cmalo.ca,(450) 753-5472,Joliette,QC,General Contractor,Entrepreneur,1630-9254-73,rbq_contractors_bar
,,Claude Gélinas & fils inc.,cgf@claudegelinasetfils.com,(819) 535-5333,Saint-Étienne-des-Grès,QC,General Contractor,Entrepreneur,1631-5715-91,rbq_contractors_bar
,,Les installations électriques M. Perreault inc.,perreault.mel@hotmail.com,(450) 936-8884,Laval,QC,General Contractor,Entrepreneur,1633-4013-54,rbq_contractors_bar
,,Les entreprises d'électricité Cap-à-l'Aigle inc.,info@electricitecapalaigle.com,(418) 665-2214,La Malbaie,QC,General Contractor,Entrepreneur,1633-4294-55,rbq_contractors_bar
,,J.C. Barrette inc.,jcbarretteinc@gmail.com,(450) 692-4741,Châteauguay,QC,General Contractor,Entrepreneur,1633-5267-59,rbq_contractors_bar
,,"R. Pagé, électricien inc.",carole@electrique.ca,(450) 502-4411,Sainte-Perpétue,QC,General Contractor,Entrepreneur,1635-3807-28,rbq_contractors_bar
,,Refrigeration B.C. Inc.,"jc,boisvertbc@hotmail.com",(819) 374-4019,Trois-Rivières,QC,General Contractor,Entrepreneur,1636-1222-60,rbq_contractors_bar
,,Yvon St-Georges inc.,ystg@qc.aira.com,(450) 889-2915,Saint-Félix-de-Valois,QC,General Contractor,Entrepreneur,1639-4140-65,rbq_contractors_bar
,,Benoit Baillargeon inc.,info@groupebaillargeon.com,(418) 387-4533,Sainte-Marie,QC,General Contractor,Entrepreneur,1641-2587-14,rbq_contractors_bar
,,Destonel inc.,michel.destonel@hotmail.com,(450) 799-4289,Saint-Hyacinthe,QC,General Contractor,Entrepreneur,1641-5226-21,rbq_contractors_bar
,,C. Frappier Electrique Inc.,info@cfrappierelect.com,(514) 363-1712,Montréal,QC,General Contractor,Entrepreneur,1641-5580-22,rbq_contractors_bar
,,Électr'Îles inc.,dtheriault@dmelectriles.com,(418) 986-5955,Les Îles-de-la-Madeleine,QC,General Contractor,Entrepreneur,1641-7313-24,rbq_contractors_bar
,,Gilles Lacroix entrepreneur- électricien inc.,erictherrien1979@gmail.com,(819) 583-3530,Frontenac,QC,General Contractor,Entrepreneur,1642-7700-61,rbq_contractors_bar
,,M. Mondo Inc.,info@mmondo.com,(819) 564-0553,Sherbrooke,QC,General Contractor,Entrepreneur,1643-3021-79,rbq_contractors_bar
,,Plomberie D.L. Inc.,puitsdl2929@hotmail.com,(450) 886-2929,Saint-Jean-de-Matha,QC,General Contractor,Entrepreneur,1644-3970-24,rbq_contractors_bar
,,Les Constructions A. Beaudoin & Fils inc.,constructionsabeaudoin@sogetel.net,(418) 625-3887,Lac-Etchemin,QC,General Contractor,Entrepreneur,1645-6303-61,rbq_contractors_bar
,,Transports Jacques Bissonnette Inc.,gisele.b@xplornet.ca,(819) 828-2475,Wotton,QC,General Contractor,Entrepreneur,1646-6211-81,rbq_contractors_bar
,,Électro-système P.L. inc.,pol@electrosysteme.com,(819) 477-1611,Drummondville,QC,General Contractor,Entrepreneur,1646-6781-84,rbq_contractors_bar
,,Jean-Guy Brown électrique ltée,info@brownelectrique.com,(450) 378-8021,Brigham,QC,General Contractor,Entrepreneur,1651-2642-69,rbq_contractors_bar
,,Entreprises Tremblay Boulais Ltée,tremblayboulais@gmail.com,(450) 671-1285,Longueuil,QC,General Contractor,Entrepreneur,1656-0310-36,rbq_contractors_bar
,,Inter-Provinciale électrique ltée,info@interpro.ca,(514) 342-1664,Montréal,QC,General Contractor,Entrepreneur,1675-3212-24,rbq_contractors_bar
,,Leber & Fils (Canada) Inc.,angie@lebercanada.ca,(514) 739-4640,Montréal,QC,General Contractor,Entrepreneur,1700-6446-13,rbq_contractors_bar
,,Couvre-Planchers Labrosse inc.,dlabrosse@cplsolutions.ca,(450) 628-6868,Laval,QC,General Contractor,Entrepreneur,1733-4020-18,rbq_contractors_bar
,,J. Belanger Intercom Inc.,jbinter@globetrotter.net,(418) 828-9139,Sainte-Pétronille,QC,General Contractor,Entrepreneur,1736-6956-38,rbq_contractors_bar
,,Les entreprises Philippe Caron inc.,info@philelectrique.com,(450) 467-6367,Saint-Mathieu-de-Beloeil,QC,General Contractor,Entrepreneur,1750-6072-38,rbq_contractors_bar
,,Électrique Frédéric Ltée,frederic.elec@videotron.ca,(450) 632-5940,Saint-Constant,QC,General Contractor,Entrepreneur,1787-5808-80,rbq_contractors_bar
,,Savignac électrique inc.,eric@bruneauelectrique.com,(450) 759-6606,Joliette,QC,General Contractor,Entrepreneur,1812-6136-21,rbq_contractors_bar
,,Services d'Ascenseur Adams inc.,reception@adamselevator.ca,(514) 745-4455,Montréal,QC,General Contractor,Entrepreneur,1812-6474-22,rbq_contractors_bar
,,Pellanco ltée,pellanco@hotmail.com,(514) 254-8796,Montréal,QC,General Contractor,Entrepreneur,1813-5327-53,rbq_contractors_bar
,,Entreprise d'électricité de Rigaud inc.,joelgauthier@videotron.ca,(450) 451-6654,Rigaud,QC,General Contractor,Entrepreneur,1814-4865-75,rbq_contractors_bar
,,Service de brûleurs à l'huile G.O. ltée,info@servicego.ca,(450) 799-3496,Saint-Hyacinthe,QC,General Contractor,Entrepreneur,1819-4696-47,rbq_contractors_bar
,,Les entreprises P. Lacoursière inc.,yveslacoursiere@cgocable.ca,(819) 537-8858,Shawinigan,QC,General Contractor,Entrepreneur,1828-0453-83,rbq_contractors_bar
,,Les Exploitations Bel inc.,c.bel@live.ca,(819) 856-5057,Val-d'Or,QC,General Contractor,Entrepreneur,1830-7249-27,rbq_contractors_bar
,,Gestion L.L.C. Ltee,landryetfils@hotmail.com,(819) 569-3516,Sherbrooke,QC,General Contractor,Entrepreneur,1833-3179-66,rbq_contractors_bar
,,Les entreprises électriques Pouliot et Therrien ltée,pouliotettherrien@gmail.com,(450) 835-4204,Mandeville,QC,General Contractor,Entrepreneur,1839-7166-35,rbq_contractors_bar
,,Sidcan inc.,d.triassi@sidcan.ca,(514) 282-7100,Montréal,QC,General Contractor,Entrepreneur,1840-2396-01,rbq_contractors_bar
,,Club Spa Inc.,nathalie@clubspas.com,(418) 667-5468,Québec,QC,General Contractor,Entrepreneur,1841-9598-96,rbq_contractors_bar
,,Jean-Marie Gagnon entrepreneur électricien inc.,firefight@globetrotter.net,(418) 884-2612,Saint-Michel-de-Bellechasse,QC,General Contractor,Entrepreneur,1842-1461-01,rbq_contractors_bar
,,Jocelyn Breault inc.,jbro57@hotmail.com,(450) 883-5133,Saint-Côme,QC,General Contractor,Entrepreneur,1842-3350-13,rbq_contractors_bar
,,Piscines Hippocampe inc.,r.forino@piscinehippocampe.ca,(450) 632-8680,Delson,QC,General Contractor,Entrepreneur,1842-9472-35,rbq_contractors_bar
,,Bernard Lavallee Inc.,blavallee@maskatele.net,(450) 773-0664,Saint-Hyacinthe,QC,General Contractor,Entrepreneur,1844-4364-92,rbq_contractors_bar
,,André et fils électriciens ltée,eric@andreetfils.ca,(450) 224-7288,Prévost,QC,General Contractor,Entrepreneur,1845-0890-18,rbq_contractors_bar
,,Vigneault & Rousseau Inc.,jvigneault2@hotmail.com,(418) 872-0705,L'Ancienne-Lorette,QC,General Contractor,Entrepreneur,1846-5625-83,rbq_contractors_bar
,,Isolation Supérieure Germain Inc.,info@isgi.ca,(418) 543-9870,Saguenay,QC,General Contractor,Entrepreneur,1846-8496-91,rbq_contractors_bar
,,Les installations électriques Jean Provost inc.,info@iejp.ca,(450) 583-3326,Verchères,QC,General Contractor,Entrepreneur,1847-9493-18,rbq_contractors_bar
,,Marcel Forest inc.,electromf@videotron.ca,(514) 727-9102,Montréal,QC,General Contractor,Entrepreneur,1848-1465-25,rbq_contractors_bar
,,Les entreprises électriques M. Poissant inc.,mpoissantelectrique@hotmail.com,(450) 377-4995,Salaberry-de-Valleyfield,QC,General Contractor,Entrepreneur,1850-2682-89,rbq_contractors_bar
,,1850-6782 Québec inc.,administration@bissonservice.com,(819) 472-7904,Drummondville,QC,General Contractor,Entrepreneur,1850-6782-03,rbq_contractors_bar
,,Les entreprises Richard Chaput inc.,rc.chauffage24@gmail.com,(514) 977-6468,Granby,QC,General Contractor,Entrepreneur,1850-9182-19,rbq_contractors_bar
,,Gérard Cormier inc.,mariocormier62@gmail.com,(819) 222-5333,Bécancour,QC,General Contractor,Entrepreneur,1853-9759-13,rbq_contractors_bar
,,Reginald Poulin & Fils Peintre Inc.,reginaldpoulin@hotmail.com,(418) 226-7400,Saint-Georges,QC,General Contractor,Entrepreneur,1854-2001-22,rbq_contractors_bar
,,Installations électriques Claude Gougeon inc.,info@gougeonelectrique.ca,(450) 378-1927,Granby,QC,General Contractor,Entrepreneur,1855-0913-60,rbq_contractors_bar
,,Gestion Louis Renaud inc.,gestionlouisrenaud@hotmail.com,(418) 843-5004,Québec,QC,General Contractor,Entrepreneur,1855-6738-77,rbq_contractors_bar
,,Entreprise électrique L. Dallaire Inc.,dallaireelectrique@videotron.ca,(514) 523-6791,Montréal,QC,General Contractor,Entrepreneur,1855-7652-81,rbq_contractors_bar
,,Henry Audet ltée,info@henryaudet.com,(418) 885-4235,Saint-Anselme,QC,General Contractor,Entrepreneur,1860-3266-41,rbq_contractors_bar
,,"A.J. Théorêt, entrepreneur électricien inc.",info@ajtheoret.com,(514) 626-3881,Montréal,QC,General Contractor,Entrepreneur,1862-8222-95,rbq_contractors_bar
,,Les Systèmes D'Alarme Dynamique Inc.,dynamicalarm@bell.net,(514) 694-6464,Pointe-Claire,QC,General Contractor,Entrepreneur,1875-4556-16,rbq_contractors_bar
,,Les systèmes électriques Domainial ltée,nicole@nlauzon.ca,(450) 433-6830,Blainville,QC,General Contractor,Entrepreneur,1882-0050-97,rbq_contractors_bar
,,Les entreprises J.P. Beausoleil ltée,j-pbeausoleil@hotmail.com,(450) 889-5681,Saint-Jean-de-Matha,QC,General Contractor,Entrepreneur,1885-8803-71,rbq_contractors_bar
,,96769 Canada inc.,info@dunord.ca,(450) 839-2900,Sainte-Julienne,QC,General Contractor,Entrepreneur,1887-3646-94,rbq_contractors_bar
,,Entreprises De Securite Mylok Ltee,a1nationale@gmail.com,(514) 637-5541,Lachine,QC,General Contractor,Entrepreneur,1888-0633-12,rbq_contractors_bar
,,M.G. Peinture (Le Gardeur) Inc.,patrice@mgpeinture.com,(450) 581-2025,Repentigny,QC,General Contractor,Entrepreneur,1891-2394-85,rbq_contractors_bar
,,Quilibrair inc.,quilibrairinc@gmail.com,(450) 965-0103,Prévost,QC,General Contractor,Entrepreneur,1895-8942-46,rbq_contractors_bar
,,La Compagnie d'Entrepreneurs en Électricité Power (Canada) Ltée,powerltee@gmail.com,(514) 321-1471,Montréal,QC,General Contractor,Entrepreneur,1897-7686-81,rbq_contractors_bar
,,G.C.L. Electrique Inc.,gcl-electrique@hotmail.com,(450) 325-1705,Mascouche,QC,General Contractor,Entrepreneur,1921-9476-45,rbq_contractors_bar
,,Pétro-Francis inc.,nwc1949@gmail.com,(819) 771-7707,Gatineau,QC,General Contractor,Entrepreneur,1949-1257-46,rbq_contractors_bar
,,La compagnie électrique Kov-el inc.,kovel@kovel.ca,(514) 739-9766,Brome,QC,General Contractor,Entrepreneur,1951-8299-83,rbq_contractors_bar
,,Piscines Fontaine Inc.,info@piscinesfontaine.com,(450) 655-0689,Boucherville,QC,General Contractor,Entrepreneur,1955-2348-54,rbq_contractors_bar
,,Électricien Michel Denis Inc.,md878688@gmail.com,(819) 275-2465,Rivière-Rouge,QC,General Contractor,Entrepreneur,1957-5158-76,rbq_contractors_bar
,,Les installations électriques Donald S. Hodgins inc.,hodginselectricinc@outlook.com,(819) 647-2420,Shawville,QC,General Contractor,Entrepreneur,1986-7324-70,rbq_contractors_bar
,,ELECTRICITE GASTON ST-PIERRE INC.,rejeanne1710@hotmail.fr,(418) 492-3621,Saint-Pascal,QC,General Contractor,Entrepreneur,1999-0555-01,rbq_contractors_bar
,,113564 Canada limitée,richardpoulinelectrique@telstep.net,(418) 484-5571,Saint-Éphrem-de-Beauce,QC,General Contractor,Entrepreneur,2126-3363-51,rbq_contractors_bar
,,Maçonnerie Loiselle inc.,loisellemac@videotron.ca,(450) 263-8725,East Farnham,QC,General Contractor,Entrepreneur,2129-9847-27,rbq_contractors_bar
,,Les entreprises d'électricité Normand Rajotte inc.,normandrajottelectrique@gmail.com,(514) 382-5965,Terrebonne,QC,General Contractor,Entrepreneur,2131-3879-44,rbq_contractors_bar
,,Construction De Restaurant & Equipement Nouvelle-Methode Inc.,sophie@newmethod.ca,(514) 272-0866,Montréal,QC,General Contractor,Entrepreneur,2138-8921-22,rbq_contractors_bar
,,Les entreprises électriques Charles Lévesque inc.,entrclevesque@videotron.ca,(819) 374-8471,Trois-Rivières,QC,General Contractor,Entrepreneur,2139-0414-28,rbq_contractors_bar
,,Les Entreprises D'Electricite Clement Bedard Inc.,bedard.inc@sympatico.ca,(450) 632-4161,Saint-Constant,QC,General Contractor,Entrepreneur,2139-0554-29,rbq_contractors_bar
,,Fives Solios inc.,manon.jalbert@fivesgroup.com,(438) 815-0838,Montréal,QC,General Contractor,Entrepreneur,2139-0646-30,rbq_contractors_bar
,,Gilmar électrique inc.,gilmar@videotron.qc.ca,(514) 386-1914,Saint-Jean-sur-Richelieu,QC,General Contractor,Entrepreneur,2150-8882-04,rbq_contractors_bar
,,Constant électrique inc.,constant2016@hotmail.com,(450) 777-6251,Granby,QC,General Contractor,Entrepreneur,2151-2454-20,rbq_contractors_bar
,,"Réjean Tremblay, entrepreneur électricien inc.",pierrevezina46@hotmail.com,(418) 344-1745,Hébertville,QC,General Contractor,Entrepreneur,2157-2318-46,rbq_contractors_bar
,,Entreprise Gasden inc.,info@gasden.ca,(418) 774-5311,Beauceville,QC,General Contractor,Entrepreneur,2157-6715-63,rbq_contractors_bar
